,ID,Link,Date,Username,Message
85,post177762,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post177762,"09-22-2013, 10:07 AM",lincsus,"
			
			No, have got no email/acknowledgment from the embassy yet. The credit card was charged a week after the documents reached embassy. Waiting for acknowledgment from the embassy. 
 
 
 Quote: 
 
 
 
 
					Originally Posted by  CollegeGirl 
 
 
 Did you receive your acknowledgment from the embassy for your application yet, lincsus? Generally (but not always, of course) the CO's name is in there. I'll add you to the list.  
 
 
 
 
 "
86,post178049,https://www.australiaforum.com/visas-immigration/27105-pmv-309-timeline-washington-d-c-3.html#post178049,"09-22-2013, 04:50 PM",CollegeGirl,"
			
			Okay. Hopefully you'll get that soon and then we can add you to the right CO.  
 "
87,post1452282,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1452282,"02-04-2017, 09:01 AM",supersimple,"
			
			Hello, how's everyone citizenship application progressing?  
 
Please share your timeline! 
 "
88,post1452354,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1452354,"02-04-2017, 09:44 AM",Dinkum,"
			
			Hi... How about you start with your own... others will follow. 
 
Here's mine -  
Eligible to apply - 21 Dec 2016 
Applied online - 22 Dec 2016 
Acknowledgment email - 22 Dec 2016 
Email advising test appointment - 12 Jan 2017 
Sat test (Sydney CBD) - 30 Jan 2017 (it took 25 calls to get this much earlier appointment) 
Approval letter - 6 Feb 2017 
Ceremony invitation - TBA 
Ceremony date (City of Sydney) - TBA 
 "
89,post1453737,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1453737,"02-06-2017, 04:59 AM",292201,"
			
			Hi, 
 
Here's mine. I have been waiting to get my test appointment email. Let me know if you anyone experiencing the similar delay? Not sure about this delay. Thanks 
 
 
Eligible to apply – 7th Jan 2017 
Applied online – 7th Jan 2017 
Acknowledgment email – 9th Jan 2017 
Email advising test appointment - TBA 
Sat Test  - TBA 
Approval - TBA 
Ceremony Invitation - TBA 
Ceremony date (City of Sydney) - TBA
		 "
90,post1453833,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1453833,"02-06-2017, 06:34 AM",292201,"
			
			Anyone lodged in Jan'17?
		 "
91,post1453841,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1453841,"02-06-2017, 06:34 AM",292201,"
			
			May I know the process?
		 "
92,post1453849,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1453849,"02-06-2017, 06:35 AM",292201,"
			
			What is the expected timeline for Melbourne CBD?
		 "
93,post1453857,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1453857,"02-06-2017, 06:35 AM",292201,"
			
			Anyone is using this forum?
		 "
94,post1454409,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1454409,"02-06-2017, 07:00 PM",Eizzi,"
 
 Quote: 
 
 
 
 
					Originally Posted by  292201 
 
 
 Anyone is using this forum? 
 
 
 
 Not quite sure what response you were expecting to get in the literal minute between your first and fourth question! 
 
To answer them: 
 
a) yes, there is a user above who has posted a timeline. He applied so late in Dec it effectively counts as a Jan beginning. 
 
Maybe others will post. Be aware this forum is largely used by people getting info and applying for partner/work etc visas. Once they have gone through the whole process and are finally eligible for citizenship, most people don't use the forum. So there will be fewer responses to these kind of questions, compared to partner visas. 
 
b) the process is explained here:  Australian citizenship 
 
c) do you mean for the test? I don't know, though I'd be interested to know how Melbourne is currently going too. You're asking about Melbourne but your timeline has Sydney in it. Where did you apply?
		 "
95,post1454489,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1454489,"02-06-2017, 08:14 PM",montu_seshil,"
			
			here is mine (Melbourne)  : 
 
 
Eligible to apply – 20th May 2016 
Applied online – 2nd Nov 2017 
Acknowledgment email – 3rd Nov 2016 
Sat Test - 18th Jan 2017 
Application Approval later received - 30/01/2017 
Ceremony Invitation - TBA 
Ceremony date - TBA
		 "
96,post1456737,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a.html#post1456737,"02-09-2017, 12:10 AM",Zamaussie,"
 
 Quote: 
 
 
 
 
					Originally Posted by  292201 
 
 
 Anyone lodged in Jan'17? 
 
 
 
 Eligible to apply  1st Feb 2017 
Applied online  1st Feb 2017 
Acknowledgment email   1st Feb 2017 
Email advising test appointment - TBA 
Sat Test - TBA 
Approval - TBA 
Ceremony Invitation - TBA 
Ceremony date (Regional NSW) - TBA 
 "
97,post1457457,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1457457,"02-09-2017, 07:53 PM",ooops888,"
			
			I tried to apply the citizenship online and in the step of eligibility was always popped out ""error"" . I used the calculator to key in all the dates and it's said yes I'm eligibiable to apply. Does anyone have problem to submit application online? Did immigration change their requirement? Thanks 
 "
98,post1457481,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1457481,"02-09-2017, 08:53 PM",Dinkum,"
 
 Quote: 
 
 
 
 
					Originally Posted by  ooops888 
 
 
 I tried to apply the citizenship online and in the step of eligibility was always popped out ""error"" . I used the calculator to key in all the dates and it's said yes I'm eligible to apply. Does anyone have problem to submit application online? Did immigration change their requirement? Thanks 
 
 
 
 The DIBP eligibility calculator is not consistent with the online application in ImmiAccount. I found that if you wait a couple of days after your 'supposed' eligibility date, you can proceed with your citizenship application without 'error' popping up. If it still happens after 2 or 3 days, I'm afraid I can't help. Best of luck. 
 "
99,post1462641,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1462641,"02-14-2017, 01:37 AM",aussieman05,"
			
			Hi, 
 
AT the moment I recon lot of application in queue, resulting in delay of processing..... 
 
 
Eligible to apply  22 Dec 2016 
Paper Application  10 Jan 2017 
charged to my CC 17th Jan 2017 
Acknowledgement email- spoke to immi and they said application is in queue and should receive test and interview email directly 
Email advising test appointment - TBA 
Sat Test - TBA 
Approval - TBA 
Ceremony Invitation - TBA 
Ceremony date (Perth) - TBA  
 
fingers crossed and waiting for the mail..........
		 "
100,post1463441,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1463441,"02-14-2017, 11:45 PM",Zamaussie,"
			
			Hi everyone, I haven't been back on this site for some time. Updates below: 
 
 
 
 
 Quote: 
 
 
 
 
					Originally Posted by  Zamaussie 
 
 
 Eligible to apply – 1st Feb 2017 
Applied online – 1st Feb 2017 
Acknowledgment email –  1st Feb 2017 
Email advising test appointment - 14th Feb 2017 
Sat Test - 3rd March 2017 - 100% 
Approval - 22nd March 2017 
Ceremony Invitation - TBA 
Ceremony date (Regional NSW) - TBA 
 
 
 
 Hi Folks I got my Test appointment email yesterday ( valentine present   )...
		 "
101,post1463457,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1463457,"02-14-2017, 11:56 PM",aussieman05,"
			
			congrats mate....gud luck n pray for us.........
		 "
102,post1463529,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1463529,"02-15-2017, 01:15 AM",292905,"
			
			kkkkkkkkkkkk
		 "
103,post1467217,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1467217,"02-18-2017, 11:15 AM",blossom0602,"
			
			Hi 
Has anyone recently applied from Adelaide?just wondering how much time it takes to get approval.
		 "
104,post1467225,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1467225,"02-18-2017, 11:24 AM",Mania,"
 
 Quote: 
 
 
 
 
					Originally Posted by  TGNY 
 
 
 Curious what ""eligible to apply"" means? 
 
 
 
 have lived in Australia on a valid Australian visa for four years immediately before applying 
must have been a permanent resident for the 12 months immediately before making an application and not have been absent from Australia for more than one year in total, during the four year period, including no more than 90 days in the 12 months before applying.
		 "
105,post1472065,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1472065,"02-23-2017, 10:40 AM",blossom0602,"
			
			hi 
I will be applying my citizenship soon so wanted to know if we provide certified copies of supporting documents when applying online or just the scanned documents.
		 "
106,post1472073,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-2.html#post1472073,"02-23-2017, 10:53 AM",Dinkum,"
 
 Quote: 
 
 
 
 
					Originally Posted by  blossom0602 
 
 
 hi 
I will be applying my citizenship soon so wanted to know if we provide certified copies of supporting documents when applying online or just the scanned documents. 
 
 
 
 Scanned supporting documents do  not  need to be certified when applying for citizenship  online . But remember, you must take all the  original  documents for the interview, when you sit for the test. 
 "
107,post1472081,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1472081,"02-23-2017, 11:14 AM",blossom0602,"
 
 Quote: 
 
 
 
 
					Originally Posted by  ooops888 
 
 
 I tried to apply the citizenship online and in the step of eligibility was always popped out ""error"" . I used the calculator to key in all the dates and it's said yes I'm eligibiable to apply. Does anyone have problem to submit application online? Did immigration change their requirement? Thanks 
 
 
 
 Were you able to apply for your citizenship online? 
 "
108,post1472769,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1472769,"02-24-2017, 10:11 AM",blossom0602,"
			
			Does anyone know if the department of citizenship require police clearance if you have been on holidays to your home country not more than 11 months in total for the past 9 years? 
 "
109,post1485657,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1485657,"03-12-2017, 12:50 AM",Eizzi,"
 
 Quote: 
 
 
 
 
					Originally Posted by  blossom0602 
 
 
 Does anyone know if the department of citizenship require police clearance if you have been on holidays to your home country not more than 11 months in total for the past 9 years? 
 
 
 
 From the border website: 
 
 The following requirements apply to the period of time you have held a permanent Australian visa. 
 
You need penal clearance certificates from overseas countries if: 
 
 - you lived or travelled overseas since the age of 18 years or over, and 
 - the total time spent overseas added up to 12 months or more, and 
 - the time spent in any one country was more than 90 days, or 
 - you are requested to do so by the department. 
 
Provide a penal clearance certificate from every country that you spent more than 90 days in. 
 
Not sure if you've been  PR  the whole 9 years but it's irrelevant anyway because total time overseas is under 12 months. Going off the info you provided, I would say no, you don't need a penal cert (unless they decide to ask you for one!). Only count time spent overseas as a  PR , and check if you've been to other countries too.
		 "
110,post1486625,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1486625,"03-13-2017, 08:46 AM",PurpleMonkeyDishwasher,"
 
 Quote: 
 
 
 
			
				- the time spent in any one country was more than 90 days,
			
		 
 
 
 Note that this is 90 days continuously - it is not written anywhere on the website or in any of the application process. 
 
I spent months getting penal clearances from countries where i had spent 90 days cumulatively but not consecutively only to be told at the interview - oh thanks for getting those but you didnt need them.
		 "
111,post1486801,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1486801,"03-13-2017, 11:59 AM",Sarim.ali143,"
			
			Applied for ministerial discretion on 18th of july.  
Reason was administrative error.  
Still waiting for any response.(Perth city)
		 "
112,post1488033,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1488033,"03-14-2017, 12:57 PM",Who care,"
			
			hi ali,have you heard anything yet from depatment?i have applied on 1 march under ministerial discreation as well due to administrative error.if you dont mind can i know what happend in your case mean what was a administrative error,in my case they did not issue a bridging visa automatically and due to this i was staying in australia without any visa
		 "
113,post1488185,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1488185,"03-14-2017, 02:53 PM",Sarim.ali143,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Who care 
 
 
 hi ali,have you heard anything yet from depatment?i have applied on 1 march under ministerial discreation as well due to administrative error.if you dont mind can i know what happend in your case mean what was a administrative error,in my case they did not issue a bridging visa automatically and due to this i was staying in australia without any visa 
 
 
 
 Thats exactly what happened in my case too. I applied on Saturday, received acknowledgement on the same day as well but the bridging visa was granted on monday. They did not back date it so i was unlawful for a day(sunday). That one day has put me on hold for like 8 months now.  (
		 "
114,post1492105,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1492105,"03-19-2017, 04:44 AM",blossom0602,"
			
			Do we need to put the intended travel dates but not sure when we will go?
		 "
115,post1493921,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1493921,"03-21-2017, 02:00 AM",martinpescatore,"
			
			Hi all, 
 
Eligible to apply - 20 Feb 2017 
Applied online - 20 Feb 2017 
Acknowledgment email - 20 Feb 2017 
Email advising test appointment - 06 March 2017 
Sat test (ACTRO) - 16 March 2017 (it took 1 calls to get this much earlier appointment) 
Approval letter - Dated 16th of March - received on the 22nd of March 
Ceremony invitation - TBA 
Ceremony date - TBA
		 "
116,post1493937,https://www.australiaforum.com/visas-immigration/203818-australian-citizenship-lounge-2017-a-3.html#post1493937,"03-21-2017, 02:07 AM",blossom0602,"
			
			Hi 
Which city/state did u apply from?and how many calls did it take to change test date .can u please update 
 "
117,post1903615,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1903615,"08-13-2018, 04:15 PM",abdoal3rs,"
			
			Dear All,  
 
Nice to have you all here on this thread! 
 
This thread is for people who are awaiting partner visa decision from Beirut office.  
 
Please do share your time line, dates of communications with CO, if any.  
 
Thanks. 
 "
118,post1903785,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1903785,"08-14-2018, 06:13 AM",Bez.moham,"
			
			Hi  
This is Behzad, my wife applied for prtner visa on 8th of March 2018 from Tehran office in Iran and her case is tranferred to Beirut office on 19th of June. On 10th of July, we received an email from Beirut office that our application is transferred abd we will be in touch within the processing time. However, the processing time has changed to 21 to 26 months alternatively. This really freaks us out, how come we can be apart feom each other for two years?  
Is it even possible? 
 "
119,post1903787,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1903787,"08-14-2018, 06:15 AM",Bez.moham,"
			
			I was thinking of applying for tourist visa during this period, is it possible to apply for a tourist visa and wait for the decision on this partner visa? When the visa is granted she can easily be overseas, since the applicant should be out of australia for the grant of this visa.
		 "
120,post1906363,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1906363,"08-27-2018, 10:58 PM",mirsabah,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Bez.moham 
 
 
 I was thinking of applying for tourist visa during this period, is it possible to apply for a tourist visa and wait for the decision on this partner visa? When the visa is granted she can easily be overseas, since the applicant should be out of australia for the grant of this visa. 
 
 
 
 Hi Behzad,  
 
I am in the same situation, I logged my wife's application in may and ""story of my luck"" visa section became no longer functional in Iran. !!!! 
 
I have asked my lawyer to send an Email to ask how everything is going! they dont answer properly! very cliche'
		 "
121,post1911841,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1911841,"09-25-2018, 05:14 AM",abdoal3rs,"
			
			Any one here received an update from Beirut office? my status shows ""Further Assessment""
		 "
122,post1912103,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1912103,"09-26-2018, 02:10 AM",Bez.moham,"
			
			Hi abdoal, 
Good that you have heard something at least. I assume they started to process the applications as the pricessing time is decreased from 26 months to 13 months, which is a good news. 
When did you apply? And which office tdis you apply through? When your application transferred to beirut office? And when your status is changed? Could you share those?
		 "
123,post1924129,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1924129,"12-03-2018, 03:57 AM",adrian_,"
			
			Hi all, has anyone recieved a request for more information from Beirut office? 
 
I have received a request for more info with a lot of items on the check list, basically all of the required documents for the visa are there and they all say “if not already provided”. 
I’m really confused about what it is they actually want more info about. 
 
We have already uploaded all necessary documents and police checks and medical.
		 "
124,post1927203,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1927203,"12-25-2018, 05:45 AM",abdoal3rs,"
 
 Quote: 
 
 
 
 
					Originally Posted by  adrian_ 
 
 
 Hi all, has anyone recieved a request for more information from Beirut office? 
 
I have received a request for more info with a lot of items on the check list, basically all of the required documents for the visa are there and they all say if not already provided. 
Im really confused about what it is they actually want more info about. 
 
We have already uploaded all necessary documents and police checks and medical. 
 
 
 
 I received an email and my partner got a phone interview and still waiting.
		 "
125,post1927205,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1927205,"12-25-2018, 05:47 AM",abdoal3rs,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Bez.moham 
 
 
 Hi abdoal, 
Good that you have heard something at least. I assume they started to process the applications as the pricessing time is decreased from 26 months to 13 months, which is a good news. 
When did you apply? And which office tdis you apply through? When your application transferred to beirut office? And when your status is changed? Could you share those? 
 
 
 
 I applied in Aug-2018. They asked for PCC and evidence of communication while apart.
		 "
126,post1927913,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office.html#post1927913,"01-03-2019, 05:51 AM",abdoal3rs,"
			
			Any one has received a visa grant from Beirut office? 
 "
127,post1931969,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1931969,"01-24-2019, 09:32 PM",Salbasio,"
			
			We applied for my husband partner visa on Sep. 2018 
C.O called me on Dec. 2018 for further info. 
Application is on ""further assessment"" 
But didnt hear from them since then! 
Any news about ur visa?? 
 "
128,post1931975,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1931975,"01-24-2019, 09:39 PM",Yubi,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Salbasio 
 
 
 We applied for my husband partner visa on Sep. 2018 
C.O called me on Dec. 2018 for further info. 
Application is on ""further assessment"" 
But didnt hear from them since then! 
Any news about ur visa?? 
 
 
 
 Would you share what further info they asked you? 
 "
129,post1932459,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1932459,"01-27-2019, 03:15 PM",Salbasio,"
			
			Sure,it was a 15 min. Interview.. 
Plus she asked about some info about my husband & for another police check from the country he's working in now adays.. 
She also asked me,when am planning to go to australia & my plans there... 
And she double checked almost all the info provided in the app.
		 "
130,post1932545,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1932545,"01-28-2019, 03:17 AM",abdoal3rs,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Salbasio 
 
 
 Sure,it was a 15 min. Interview.. 
Plus she asked about some info about my husband & for another police check from the country he's working in now adays.. 
She also asked me,when am planning to go to australia & my plans there... 
And she double checked almost all the info provided in the app. 
 
 
 
 What is the name of your CO? My CO is Stephanie.
		 "
131,post1932675,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1932675,"01-28-2019, 04:39 PM",Salbasio,"
 
 Quote: 
 
 
 
 
					Originally Posted by  abdoal3rs 
 
 
 
 Quote: 
 
 
 
 
					Originally Posted by  Salbasio 
 
 
 Sure,it was a 15 min. Interview.. 
Plus she asked about some info about my husband & for another police check from the country he's working in now adays.. 
She also asked me,when am planning to go to australia & my plans there... 
And she double checked almost all the info provided in the app. 
 
 
 
 What is the name of your CO? My CO is Stephanie. 
 
 
 
 Mine is M.
		 "
132,post1933895,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1933895,"02-04-2019, 09:49 AM",zol,"
			
			Anybody have any updates?
		 "
133,post1933923,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1933923,"02-04-2019, 11:18 AM",abdoal3rs,"
 
 Quote: 
 
 
 
 
					Originally Posted by  zol 
 
 
 Anybody have any updates? 
 
 
 
 No update for me still waiting.  
 
Applied on 14 August 2018  
My wife had a phone interview mid December 2018 and after that heard nothing from them.
		 "
134,post1934587,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1934587,"02-07-2019, 07:28 PM",Salbasio,"
			
			Hey guys,any updates for any one? 
I hardly see any partner visa grants those days!
		 "
135,post1935027,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1935027,"02-11-2019, 12:03 AM",zol,"
			
			Nothing here
		 "
136,post1935031,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-2.html#post1935031,"02-11-2019, 12:20 AM",3van,"
			
			This Visa 300 wait feels like an eternity. 
 "
137,post1935035,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935035,"02-11-2019, 12:41 AM",abdoal3rs,"
			
			As per DHA, Beirut office takes around 196 days to process the application. Below is a link to a file showing the processing times per office.  
 
 https://www.homeaffairs.gov.au/foi/f...t-released.PDF 
 "
138,post1935351,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935351,"02-12-2019, 03:08 AM",zol,"
			
			So on average all applications from 1 August and prior should be processed by today 
 "
139,post1935353,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935353,"02-12-2019, 03:34 AM",abdoal3rs,"
 
 Quote: 
 
 
 
 
					Originally Posted by  zol 
 
 
 So on average all applications from 1 August and prior should be processed by today 
 
 
 
 No body knows. My agent has 18 clients being processed from Beirut office. One of the cases is outstanding for almost 10 months.
		 "
140,post1935367,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935367,"02-12-2019, 04:21 AM",3van,"
			
			interesting.. Beirut office is one of the quicker ones at application processing.
		 "
141,post1935371,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935371,"02-12-2019, 04:28 AM",3van,"
			
			Applied in August 2018 for Visa 300 
 Uploaded all documentation on same week 
 Request for Medics on 30/08/2018. 
 Medics completed early September  
Received request for more information regarding evidence of correspondence between applicant/spouse in November 2018 from offshore CO in Beirut, submitted the required detail. And still waiting. 
 
Application says Further Processing since end of November  
 
 
 
 
 I have 2 friends who got their grants in 6-7 months. 
One of them applied in May 2017 and got granted in November 2017 
And the other in April 2018 and got granted in November 2018  
 
I hope we have as much luck as them  
 
 Fingers crossed
		 "
142,post1935373,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935373,"02-12-2019, 04:34 AM",abdoal3rs,"
 
 Quote: 
 
 
 
 
					Originally Posted by  3van 
 
 
 Applied in August 2018 for Visa 300 
 Uploaded all documentation on same week 
 Request for Medics on 30/08/2018. 
 Medics completed early September  
Received request for more information regarding evidence of correspondence between applicant/spouse in November 2018 from offshore CO in Beirut, submitted the required detail. And still waiting. 
 
Application says Further Processing since end of November  
 
 
 
 
 I have 2 friends who got their grants in 6-7 months. 
One of them applied in May 2017 and got granted in November 2017 
And the other in April 2018 and got granted in November 2018  
 
I hope we have as much luck as them  
 
 Fingers crossed 
 
 
 
 were your friends processed from Beirut office?
		 "
143,post1935389,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935389,"02-12-2019, 07:22 AM",3van,"
 
 Quote: 
 
 
 
 
					Originally Posted by  abdoal3rs 
 
 
 
 Quote: 
 
 
 
 
					Originally Posted by  3van 
 
 
 Applied in August 2018 for Visa 300 
 Uploaded all documentation on same week 
 Request for Medics on 30/08/2018. 
 Medics completed early September  
Received request for more information regarding evidence of correspondence between applicant/spouse in November 2018 from offshore CO in Beirut, submitted the required detail. And still waiting. 
 
Application says Further Processing since end of November  
 
 
 
 
 I have 2 friends who got their grants in 6-7 months. 
One of them applied in May 2017 and got granted in November 2017 
And the other in April 2018 and got granted in November 2018  
 
I hope we have as much luck as them  
 
 Fingers crossed 
 
 
 
 were your friends processed from Beirut office? 
 
 
 
 Yes both via Beirut office.
		 "
144,post1935893,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935893,"02-15-2019, 05:01 PM",Salbasio,"
			
			The waiting time is killing me (am the sponsor)! Since the last call,my c.o at the end of the call asked me if it's okay for both of us to have an interview together? And i told her of course that's alright! And since then she didnt call again! (And she called my husband over the fon for a couple of mins. Too since we both were at different countries at the time she called)..am not sure why she didnt contact us since then!
		 "
145,post1935973,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1935973,"02-16-2019, 04:29 AM",abdoal3rs,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Salbasio 
 
 
 The waiting time is killing me (am the sponsor)! Since the last call,my c.o at the end of the call asked me if it's okay for both of us to have an interview together? And i told her of course that's alright! And since then she didnt call again! (And she called my husband over the fon for a couple of mins. Too since we both were at different countries at the time she called)..am not sure why she didnt contact us since then! 
 
 
 
 When did it happen? Can you share your timeline?
		 "
146,post1936227,https://www.australiaforum.com/visas-immigration/280753-partner-visa-309-processing-time-beirut-office-3.html#post1936227,"02-18-2019, 12:22 PM",3van,"
 
 Quote: 
 
 
 
 
					Originally Posted by  Salbasio 
 
 
 The waiting time is killing me (am the sponsor)! Since the last call,my c.o at the end of the call asked me if it's okay for both of us to have an interview together? And i told her of course that's alright! And since then she didnt call again! (And she called my husband over the fon for a couple of mins. Too since we both were at different countries at the time she called)..am not sure why she didnt contact us since then! 
 
 
 
 When did you recieve the call from C.O ? 
 "
147,post1944577,https://www.australiaforum.com/visas-immigration/286589-australian-citizenship-2019-onward-applications.html#post1944577,"04-07-2019, 07:13 AM",Jayson,"
			
			Hi guys 
 
starting new thread for citizenship application applied or applying in 2019 and onword.  
 
My eligibility date is 19 April 2019 not long to go. please share your date and expertise here for everyone help. cheers 
 "
148,post1955865,https://www.australiaforum.com/visas-immigration/286589-australian-citizenship-2019-onward-applications.html#post1955865,"06-19-2019, 02:15 AM",jaydenj,"
			
			Eligible 13 Feb 2019. 
Applied 15 Feb 2019 
Test Date received 18th June 2019 
Test Date - 18th of October 2019. 
 "
149,post1955867,https://www.australiaforum.com/visas-immigration/286589-australian-citizenship-2019-onward-applications.html#post1955867,"06-19-2019, 02:21 AM",hnphuong,"
			
			Eligible: 28 Dec 2018 
Applied: 28 Dec 2018 
Appointment: 19 Nov 2019
		 "
150,post1955871,https://www.australiaforum.com/visas-immigration/286589-australian-citizenship-2019-onward-applications.html#post1955871,"06-19-2019, 02:41 AM",Hassali.abdi,"
			
			Applied on 03/05/2019 
Acknowledgement: 15/05/2019 
Test:  Not yet.
		 "
151,post1955889,https://www.australiaforum.com/visas-immigration/286589-australian-citizenship-2019-onward-applications.html#post1955889,"06-19-2019, 04:25 AM",millski3000,"
 
 
Date Eligible: 14/06/2019 
Date Applied: 16/06/2019  
City﻿﻿﻿/Council Area: Moreland City (VIC)   
﻿Online/Paper: Online  
Date of Citizenship Test: TBC 
Date of Approval: TBC 
﻿Country: UK 
 
 
Happy to share my experience, although ours was not a complex case.
		 "
152,post1955897,https://www.australiaforum.com/visas-immigration/286589-australian-citizenship-2019-onward-applications.html#post1955897,"06-19-2019, 05:05 AM",diplomat,"
			
			Applied 1/5/19, (Paper application was invalid due to not having birth certificate) 
 
Reapplied and got confirmation on 30/5/19
		 "
